is_match,company_type,page_handle,company_id,company_status_date,days_from_company_status_to_now,bigrams_intersection,times_prosecutor,times_defendant,times_unknown_appearences,companies_general_info_columns,changed_picture,has_website,has_top_20_website,phone,has_phone,email,has_email,number_of_likes,has_more_than_100_likes,has_more_than_10_likes,has_more_than_1_likes,checkins,were_here_count,talking_about_count,changed_cover,has_location,has_country,has_state,has_country_state,has_country_state_city,has_country_or_state_or_city,is_unclaimed,is_published,is_verified,is_permanently_closed,is_community_page,start_info,has_start_info,has_text,description_length,description_words,about_length,about_words,products_length,products_words,general_info_length,general_info_words,category,category_list,number_of_records,number_of_pages,companies_events_columns,first_event_time,last_event_time,number_of_different_months_with_events,total_events,total_attending,min_attending_per_event,max_attending_per_event,avg_attending_per_event,total_maybe,min_maybe_per_event,max_maybe_per_event,avg_maybe_per_event,total_noreply,min_noreply_per_event,max_noreply_per_event,avg_noreply_per_event,total_interested,min_interested_per_event,max_interested_per_event,avg_interested_per_event,total_declined,min_declined_per_post,max_declined_per_post,avg_declined_per_post,companies_photos,first_photo_time,last_photo_time,number_of_different_photo_uploaders,number_of_photos_self_tagged,number_of_photos_with_tagged_people_without_self,total_number_of_people_tagged_in_photos,avg_number_of_people_tagged_in_photos,min_number_of_people_tagged_in_photos,max_number_of_people_tagged_in_photos,avg_number_of_people_tagged_in_photos_when_more_than_zero,number_of_different_months_for_photos,total_photos,number_of_albums,number_of_normal_albums,number_of_wall_albums,number_of_mobile_albums,number_of_cover_albums,number_of_profile_albums,number_of_app_albums,number_of_null_albums,number_of_photos_in_normal_albums,number_of_photos_in_wall_albums,number_of_photos_in_mobile_albums,number_of_photos_in_cover_albums,number_of_photos_in_profile_albums,number_of_photos_in_app_albums,number_of_photos_in_null_albums,number_of_photos_1qr_before_status,number_of_photos_2qr_before_status,number_of_photos_3qr_before_status,number_of_photos_4qr_before_status,number_of_photos_6months_before_status,number_of_photos_12months_before_status,companies_posts_columns,companies_posts_calculation_date,days_from_last_post_to_now,days_from_last_post_to_company_status,first_post_time,last_post_time,number_of_different_months_with_posts,total_posts,total_user_changed_post_time,total_posts_with_photos,total_posts_with_photos_more_than_5_comments,total_posts_with_photos_less_than_5_comments,total_posts_with_photos_more_than_5_likes,total_posts_with_photos_less_than_5_likes,total_posts_with_link,total_posts_with_link_more_than_5_comments,total_posts_with_link_less_than_5_comments,total_posts_with_link_more_than_5_likes,total_posts_with_link_less_than_5_likes,total_user_posts,total_user_posts_more_than_5_comments,total_user_posts_less_than_5_comments,total_user_posts_more_than_5_likes,total_user_posts_less_than_5_likes,total_comments_to_user_posts,min_comments_per_user_posts,max_comments_per_user_posts,avg_comments_per_user_posts,total_likes_to_user_posts,min_likes_per_user_posts,max_likes_per_user_posts,avg_likes_per_user_posts,total_other_users_posts,total_other_users_posts_more_than_5_comments,total_other_users_posts_less_than_5_comments,total_other_users_posts_more_than_5_likes,total_other_users_posts_less_than_5_likes,total_comments_to_other_users_posts,min_comments_per_other_users_post,max_comments_per_other_users_post,avg_comments_per_other_users_post,total_likes_to_other_users_posts,min_likes_per_other_users_post,max_likes_per_other_users_post,avg_likes_per_other_users_post,companies_posts_comments_new_columns,first_time_of_post_with_comment,last_time_of_post_with_comment,number_of_different_months_with_comments,total_posts_with_comments,distinct_commentators,distinct_commentators_1qr_months_before_status,distinct_commentators_2qr_months_before_status,distinct_commentators_3qr_months_before_status,distinct_commentators_4qr_months_before_status,distinct_commentators_6months_before_status,distinct_commentators_12months_before_status,distinct_commentators_6months_after_status,companies_posts_reactions_columns,first_post_with_reaction_time,last_post_with_reaction_time,number_of_different_months_with_reactions,total_posts_with_reactions,distinct_interacting_users,distinct_interacting_users_1qr_before_status,distinct_interacting_users_2qr_before_status,distinct_interacting_users_3qr_before_status,distinct_interacting_users_4qr_before_status,distinct_interacting_users_6months_before_status,distinct_interacting_users_12months_before_status,distinct_interacting_users_6months_after_status
1,forceliquidated,1.11259E+14,514239847,8/27/2015,306,8,0,0,0,companies_general_info_columns,1,1,1,03-7711166,1,,0,1312,1,1,1,0,0,2,1,1,0,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,,,150,6,,,,,Local Business,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,4/7/2010,5/11/2016,1,0,111,191,0.304625199,0,9,1.720720721,50,627,22,18,1,1,1,1,0,0,446,140,32,3,6,0,0,0,0,0,0,0,1,companies_posts_columns,6/28/2016,48,-258,4/13/2010,5/11/2016,62,340,122,246,6,240,109,137,254,6,248,111,143,296,10,286,143,153,250,0,25,0.735294118,2582,0,200,7.594117647,296,2,42,1,43,46,0,6,0.135294118,47,0,8,0.138235294,companies_posts_comments_columns,4/19/2010,4/18/2016,41,114,134,0,0,0,0,0,1,3,companies_posts_reactions_columns,4/13/2010,5/11/2016,309,340,1368,0,0,0,6,0,7,79
1,forceliquidated,1.57538E+14,512576604,7/29/2015,335,0,5,10,17,companies_general_info_columns,1,1,1,09-9507151,1,,0,284,1,1,1,0,0,0,0,1,0,0,0,0,0,FALSE,,FALSE,FALSE,,,0,1,,,28,5,,,305,52,Local Business,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,9/28/2010,5/31/2011,1,0,2,2,0.060606061,0,1,1,4,33,5,3,1,0,0,1,0,0,28,2,0,0,3,0,0,0,0,0,0,0,0,companies_posts_columns,6/28/2016,716,381,9/28/2010,7/13/2014,15,24,3,9,1,8,1,8,15,1,14,1,14,14,0,14,0,14,3,0,2,0.125,10,0,2,0.416666667,14,1,9,1,9,6,0,6,0.25,44,0,44,1.833333333,companies_posts_comments_columns,10/18/2010,7/13/2014,3,3,7,0,0,0,0,0,0,0,companies_posts_reactions_columns,9/28/2010,7/13/2014,24,24,51,0,0,0,0,0,0,0
2,rasham,1.03831E+14,514125889,6/28/2016,0,0,0,5,3,companies_general_info_columns,1,0,0,,0,,0,35,0,1,1,0,0,0,1,0,0,0,0,0,0,FALSE,,FALSE,FALSE,,1/1/2005,1,1,185,28,41,2,36,6,,,Product/Service,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,8/7/2010,2/15/2014,1,0,0,0,0,0,0,,4,41,5,2,1,0,1,1,0,0,29,8,0,1,3,0,0,0,0,0,0,0,0,companies_posts_columns,6/28/2016,670,670,8/7/2010,8/28/2014,6,18,1,17,0,17,0,17,17,0,17,0,17,16,0,16,0,16,1,0,1,0.055555556,10,0,2,0.555555556,16,0,2,0,2,0,0,0,0,0,0,0,0,companies_posts_comments_columns,7/25/2013,7/25/2013,1,1,1,0,0,0,0,0,0,0,companies_posts_reactions_columns,8/7/2010,8/28/2014,6,18,3,0,0,0,0,0,0,0
1,rasham,1.0526E+15,515309425,6/28/2016,0,17,0,0,0,companies_general_info_columns,1,0,0,058-3315744,1,,0,315,1,1,1,0,0,0,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,1243,182,122,18,,,,,Health/Beauty,Health/Beauty,1980,1896,companies_events_columns,1/6/2016,1/6/2016,1,1,11,11,11,11,15,15,15,15,191,191,191,191,15,15,15,15,0,0,0,0,companies_photos,9/1/2015,5/9/2016,1,0,0,0,0,0,0,,7,10,3,0,1,0,1,1,0,0,0,7,0,2,1,0,0,1,3,2,4,4,10,companies_posts_columns,6/28/2016,50,50,9/1/2015,5/9/2016,8,10,3,10,2,8,2,8,10,2,8,2,8,9,2,7,2,7,33,0,24,3.3,402,0,200,40.2,9,0,1,0,1,0,0,0,0,0,0,0,0,companies_posts_comments_columns,10/6/2015,3/28/2016,3,3,22,0,1,21,0,1,22,0,companies_posts_reactions_columns,9/1/2015,5/9/2016,9,10,1267,4,5,1264,1,8,1267,0
1,rasham,1.05287E+14,511575433,6/28/2016,0,1,3,3,1,companies_general_info_columns,1,1,1,08-6570150,1,,0,15,0,1,1,0,0,1,0,1,0,0,0,0,0,FALSE,,FALSE,FALSE,,1/1/1991,1,1,563,87,32,6,79,10,,,Company,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2/7/2012,2/9/2012,1,0,0,0,0,0,0,,1,296,3,2,0,0,0,1,0,0,295,0,0,0,1,0,0,0,0,0,0,0,0,companies_posts_columns,6/28/2016,493,493,2/7/2012,2/21/2015,4,9,0,8,0,8,0,8,8,0,8,0,8,3,0,3,0,3,0,0,0,0,3,0,2,0.333333333,3,0,6,0,6,0,0,0,0,2,0,1,0.222222222,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2/7/2012,2/21/2015,5,9,3,0,0,0,0,0,0,0
1,rasham,1.08177E+15,513453233,6/28/2016,0,1,2,0,4,companies_general_info_columns,1,1,1,03-6836302,1,,0,10,0,0,1,2,2,1,0,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,,,,,,,278,43,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,12/28/2015,12/28/2015,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,companies_posts_columns,6/28/2016,183,183,12/28/2015,12/28/2015,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,12/28/2015,12/28/2015,1,1,1,0,0,1,0,1,1,0
1,rasham,1.01878E+14,513366179,6/28/2016,0,19,0,0,1,companies_general_info_columns,1,0,0,טלפקס: 03-6200052,1,,0,1030,1,1,1,58,58,11,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,39,6,26,4,,,201,27,Local Business,Local Business,1980,1896,companies_events_columns,10/9/2015,10/9/2015,1,1,30,30,30,30,2,2,2,2,95,95,95,95,2,2,2,2,3,3,3,3,companies_photos,11/23/2011,5/6/2016,1,1,4,5,0.013927577,0,1,1,43,359,45,41,1,1,1,1,0,0,144,187,18,3,7,0,0,4,5,10,8,9,28,companies_posts_columns,6/28/2016,29,29,11/23/2011,5/30/2016,46,286,142,259,30,229,169,90,260,30,230,169,91,254,30,224,173,81,391,0,13,1.367132867,2701,0,72,9.444055944,254,1,31,3,29,28,0,5,0.097902098,47,0,15,0.164335664,companies_posts_comments_columns,11/24/2011,5/30/2016,37,141,141,2,2,3,3,4,12,0,companies_posts_reactions_columns,11/23/2011,5/30/2016,217,286,578,13,21,65,36,31,126,0
2,forceliquidated,1.72108E+14,511894057,11/24/2011,1678,9,0,0,0,companies_general_info_columns,1,0,0,+972.72.212.4316 / 7,1,,0,387,1,1,1,0,0,0,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,1177,170,173,19,,,,,Local Business,Business Services,1980,1896,companies_events_columns,1/18/2015,1/18/2015,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,companies_photos,1/3/2011,3/2/2016,1,2,60,158,0.271944923,0,16,2.633333333,42,581,59,56,1,0,1,1,0,0,494,64,0,22,1,0,0,60,27,24,104,87,215,companies_posts_columns,6/28/2016,103,-1575,1/4/2011,3/17/2016,54,371,46,348,6,342,23,325,362,6,356,23,339,369,6,363,23,346,83,0,7,0.223719677,473,0,10,1.274932615,369,0,2,0,2,0,0,0,0,0,0,0,0,companies_posts_comments_columns,1/4/2011,2/19/2016,18,37,29,7,2,1,3,8,9,9,companies_posts_reactions_columns,1/4/2011,3/17/2016,287,371,115,14,6,5,3,18,21,33
1,rasham,1.05652E+14,512772146,6/28/2016,0,24,0,0,0,companies_general_info_columns,1,0,0,,0,,0,257,1,1,1,0,0,1,1,0,0,0,0,0,0,FALSE,,FALSE,FALSE,,1/1/2007,1,1,,,58,8,169,27,39,5,Product/Service,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,1/31/2011,3/29/2012,1,0,0,0,0,0,0,,9,151,9,6,1,0,1,1,0,0,116,23,0,2,10,0,0,0,0,0,0,0,0,companies_posts_columns,6/28/2016,1552,1552,6/14/2011,3/29/2012,8,24,10,23,3,20,0,23,24,3,21,0,24,24,3,21,0,24,47,0,13,1.958333333,43,0,4,1.791666667,24,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,6/14/2011,3/29/2012,6,13,36,0,0,0,0,0,0,0,companies_posts_reactions_columns,6/14/2011,3/29/2012,22,24,27,0,0,0,0,0,0,0
1,forceliquidated,1.19653E+14,514255553,8/19/2014,679,26,0,4,0,companies_general_info_columns,1,1,1,03-5515949,1,,0,56,0,1,1,0,0,0,0,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,1006,144,,,,,1427,218,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,3/23/2011,6/10/2011,1,0,0,0,0,0,0,,4,94,10,8,1,0,0,1,0,0,89,4,0,0,1,0,0,0,0,0,0,0,0,companies_posts_columns,6/28/2016,655,-24,3/23/2011,9/12/2014,7,31,6,22,0,22,0,22,26,0,26,0,26,27,0,27,0,27,6,0,1,0.193548387,19,0,2,0.612903226,27,0,4,0,4,0,0,0,0,0,0,0,0,companies_posts_comments_columns,4/12/2011,5/26/2011,2,6,1,0,0,0,0,0,0,0,companies_posts_reactions_columns,3/23/2011,9/12/2014,24,31,6,0,0,0,0,0,0,0
1,rasham,1.0659E+14,511142598,6/28/2016,0,38,0,0,0,companies_general_info_columns,1,0,0,-7515117,1,,0,345,1,1,1,0,0,4,0,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,1/1/1969,1,0,,,,,,,,,Mining/Materials,Mining/Materials,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2/2/2011,3/9/2011,1,0,0,0,0,0,0,,2,14,3,1,1,0,0,1,0,0,8,2,0,0,4,0,0,0,0,0,0,0,0,companies_posts_columns,6/28/2016,170,170,2/9/2011,1/10/2016,8,14,3,11,0,11,1,10,12,0,12,1,11,6,0,6,1,5,5,0,4,0.357142857,18,0,7,1.285714286,6,0,8,0,8,0,0,0,0,0,0,0,0,companies_posts_comments_columns,2/9/2011,2/16/2011,1,2,4,0,0,0,0,0,0,0,companies_posts_reactions_columns,2/9/2011,1/10/2016,11,14,13,0,0,0,0,0,0,0
1,forceliquidated,2.36287E+14,513670737,8/5/2015,328,44,0,0,0,companies_general_info_columns,1,1,1,0747035511 036555100,1,,0,358,1,1,1,0,0,1,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,1/1/2005,1,1,780,93,58,6,513,82,,,Consulting/Business Services,Consulting/Business Services,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,11/27/2012,1/25/2015,1,0,0,0,0,0,0,,12,66,4,0,1,1,1,1,0,0,0,32,20,7,7,0,0,0,0,16,29,0,45,companies_posts_columns,6/28/2016,475,147,1/1/2005,3/11/2015,24,122,12,103,0,103,9,94,107,0,107,9,98,120,0,120,10,110,5,0,1,0.040983607,527,0,200,4.319672131,120,0,2,0,2,0,0,0,0,3,0,3,0.024590164,companies_posts_comments_columns,11/27/2012,11/27/2012,1,1,1,0,0,0,0,0,0,0,companies_posts_reactions_columns,1/1/2005,3/11/2015,95,122,92,0,4,85,0,6,86,0
1,forceliquidated,3.81433E+14,514211416,10/20/2014,617,1,9,4,9,companies_general_info_columns,1,0,0,508839794,1,,0,2330,1,1,1,0,0,1,0,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,0,,,,,,,,,Food/Grocery,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,11/15/2013,4/1/2014,1,0,0,0,0,0,0,,5,46,1,0,0,1,0,0,0,0,0,0,46,0,0,0,0,0,0,36,10,0,46,companies_posts_columns,6/28/2016,779,162,11/8/2013,5/11/2014,6,25,6,21,0,21,3,18,21,0,21,3,18,19,1,18,3,16,18,0,9,0.72,62,0,11,2.48,19,0,6,0,6,4,0,4,0.16,2,0,2,0.08,companies_posts_comments_columns,11/15/2013,4/20/2014,5,6,9,0,0,7,3,2,9,0,companies_posts_reactions_columns,11/8/2013,5/11/2014,16,25,38,0,3,18,24,3,38,0
1,rasham,1.04797E+14,511728164,6/28/2016,0,0,0,6,0,companies_general_info_columns,1,1,1,04-8676095,1,,0,147,1,1,1,0,0,0,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,1/1/1962,1,1,686,116,48,9,,,,,Company,Company,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,4/4/2011,3/21/2016,1,0,36,127,0.79375,0,45,3.527777778,23,160,7,3,1,1,1,1,0,0,45,20,89,2,4,0,0,0,13,2,14,13,30,companies_posts_columns,6/28/2016,99,99,1/1/1962,3/21/2016,24,140,13,128,0,128,10,118,128,0,128,10,118,140,0,140,12,128,13,0,3,0.092857143,329,0,14,2.35,140,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,7/16/2014,9/10/2015,5,7,9,0,0,0,2,0,2,0,companies_posts_reactions_columns,1/1/1962,3/21/2016,63,140,70,0,6,6,14,9,21,0
2,rasham,1.03946E+14,513007658,6/28/2016,0,0,0,0,0,companies_general_info_columns,1,1,1,,0,,0,149,1,1,1,0,0,1,0,0,0,0,0,0,0,FALSE,,FALSE,FALSE,,,0,1,,,85,14,136,5,,,Website,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,3/26/2010,3/26/2010,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,companies_posts_columns,6/28/2016,1520,1520,4/7/2010,4/30/2012,14,59,3,15,0,15,0,15,57,0,57,0,57,54,0,54,0,54,4,0,2,0.06779661,0,0,0,0,54,0,5,0,5,0,0,0,0,0,0,0,0,companies_posts_comments_columns,5/3/2010,10/17/2010,3,3,4,0,0,0,0,0,0,0,companies_posts_reactions_columns,4/7/2010,4/30/2012,51,59,0,0,0,0,0,0,0,0
1,rasham,1.04072E+15,515290203,6/28/2016,0,0,0,0,0,companies_general_info_columns,1,0,0,,0,,0,3971,1,1,1,0,0,1,1,0,0,0,0,0,0,FALSE,,FALSE,FALSE,,,0,0,,,,,,,,,Consulting/Business Services,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,11/15/2015,6/1/2016,1,0,0,0,0,0,0,,6,23,3,0,1,0,1,1,0,0,0,20,0,2,1,0,0,17,2,4,0,19,23,companies_posts_columns,6/28/2016,27,27,11/15/2015,6/1/2016,8,145,4,26,0,26,0,26,33,0,33,0,33,143,0,143,0,143,3,0,1,0.020689655,11,0,2,0.075862069,143,0,2,0,2,0,0,0,0,1,0,1,0.006896552,companies_posts_comments_columns,11/16/2015,5/24/2016,3,3,3,1,1,1,0,2,3,0,companies_posts_reactions_columns,11/15/2015,6/1/2016,41,145,8,2,4,3,0,5,8,0
1,rasham,1.04549E+14,514125509,6/28/2016,0,0,0,6,1,companies_general_info_columns,1,0,0,-8521704,1,,0,47,0,1,1,0,0,0,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,0,,,,,,,,,Event Planning/Event Services,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2/21/2011,3/29/2012,1,0,0,0,0,0,0,,2,3,2,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,companies_posts_columns,6/28/2016,775,775,3/2/2011,5/15/2014,10,10,1,6,0,6,1,5,6,0,6,1,5,2,0,2,1,1,0,0,0,0,7,0,5,0.7,2,0,8,0,8,2,0,2,0.2,4,0,4,0.4,companies_posts_comments_columns,8/5/2012,8/5/2012,1,1,2,0,0,0,0,0,0,0,companies_posts_reactions_columns,3/2/2011,5/15/2014,10,10,10,0,0,0,0,0,0,0
1,rasham,1.0457E+14,515291508,6/28/2016,0,32,0,0,0,companies_general_info_columns,1,1,1,074-7030-919,1,,0,130,1,1,1,1,1,0,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,1/1/1998,1,1,123,19,,,,,214,34,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,11/23/2010,3/16/2016,1,0,0,0,0,0,0,,9,101,24,21,1,0,1,1,0,0,95,1,0,1,4,0,0,0,6,0,0,6,6,companies_posts_columns,6/28/2016,104,104,1/1/1998,3/16/2016,23,26,0,25,0,25,1,24,26,0,26,1,25,24,0,24,1,23,0,0,0,0,26,0,5,1,24,0,2,0,2,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,1/1/1998,3/16/2016,24,26,15,0,5,0,0,5,5,0
1,rasham,1.04663E+14,513684944,6/28/2016,0,0,1,6,11,companies_general_info_columns,1,0,0,,0,,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,,FALSE,FALSE,,,0,0,,,,,,,,,Community,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,11/8/2011,11/8/2011,1,0,0,0,0,0,0,,1,5,2,1,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,companies_posts_columns,6/28/2016,1694,1694,11/8/2011,11/8/2011,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,11/8/2011,11/8/2011,1,1,0,0,0,0,0,0,0,0
1,rasham,1.01528E+14,512343856,6/28/2016,0,12,0,0,0,companies_general_info_columns,1,0,0,528444628,1,,0,237,1,1,1,0,0,1,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,4/30/2012,7/2/2013,1,0,3,3,0.125,0,1,1,9,24,4,1,1,0,1,1,0,0,3,15,0,3,3,0,0,0,0,0,0,0,0,companies_posts_columns,6/28/2016,737,737,4/30/2012,6/22/2014,18,80,3,67,0,67,2,65,73,0,73,2,71,78,0,78,2,76,4,0,3,0.05,49,0,5,0.6125,78,0,2,0,2,1,0,1,0.0125,1,0,1,0.0125,companies_posts_comments_columns,5/3/2012,10/22/2012,2,3,3,0,0,0,0,0,0,0,companies_posts_reactions_columns,4/30/2012,6/22/2014,65,80,28,0,0,0,0,0,0,0
1,rasham,1.00935E+14,513428938,6/28/2016,0,0,0,0,0,companies_general_info_columns,1,0,0,524811131,1,,0,133,1,1,1,0,0,0,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,219,35,,,,,,,Food/Grocery,Food & Grocery,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,5/13/2012,7/24/2015,1,0,2,4,0.027972028,0,2,2,11,143,11,7,1,1,1,1,0,0,111,9,16,4,3,0,0,0,0,0,2,0,2,companies_posts_columns,6/28/2016,340,340,5/13/2012,7/24/2015,14,44,20,33,1,32,18,15,34,1,33,18,16,42,1,41,20,22,43,0,6,0.977272727,214,0,12,4.863636364,42,0,2,1,1,2,0,2,0.045454545,36,0,36,0.818181818,companies_posts_comments_columns,5/13/2012,7/24/2015,10,20,22,0,0,0,1,0,1,0,companies_posts_reactions_columns,5/13/2012,7/24/2015,34,44,95,0,0,0,12,0,12,0
1,forceliquidated,7.36214E+14,580311884,10/6/2007,3188,0,0,0,0,companies_general_info_columns,1,1,1,89170422,1,,0,109,1,1,1,0,0,27,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,,,101,16,,,,,Sports Team,,1980,1896,companies_events_columns,6/18/2016,6/18/2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,companies_photos,9/1/2015,6/20/2016,1,0,6,8,0.009925558,0,3,1.333333333,10,806,13,9,1,1,1,1,0,0,291,25,481,3,6,0,0,0,0,0,0,0,0,companies_posts_columns,6/28/2016,20,-3168,9/1/2015,6/8/2016,10,113,45,106,7,99,84,22,107,7,100,85,22,112,7,105,90,22,108,0,8,0.955752212,1162,0,30,10.28318584,112,0,1,0,1,1,0,1,0.008849558,0,0,0,0,companies_posts_comments_columns,10/3/2015,6/4/2016,9,45,40,0,0,0,0,0,0,0,companies_posts_reactions_columns,9/1/2015,6/8/2016,97,113,182,0,0,0,0,0,0,0
2,forceliquidated,7.37116E+14,513182170,12/15/2014,561,0,0,5,0,companies_general_info_columns,1,1,1,03-9344448,1,,0,581,1,1,1,4,4,66,1,1,1,0,0,0,1,FALSE,,FALSE,FALSE,,,0,1,160,26,25,5,,,,,Automotive,Automotive Parts & Accessories,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,9/1/2015,6/20/2016,1,0,113,350,0.835322196,0,12,3.097345133,10,419,6,2,1,1,1,1,0,0,10,169,231,8,1,0,0,0,0,0,0,0,0,companies_posts_columns,6/28/2016,13,-548,9/1/2015,6/15/2016,10,279,98,277,5,272,13,264,277,5,272,13,264,265,5,260,12,253,97,0,10,0.347670251,476,0,8,1.70609319,265,0,14,1,13,3,0,2,0.010752688,20,0,5,0.071684588,companies_posts_comments_columns,9/1/2015,5/29/2016,8,40,49,0,0,0,0,0,0,0,companies_posts_reactions_columns,9/1/2015,6/15/2016,215,279,101,0,0,0,0,0,0,0
2,forceliquidated,7.44063E+14,514566017,9/2/2014,665,0,0,8,0,companies_general_info_columns,1,0,0,,0,,0,63,0,1,1,0,0,1,1,0,0,0,0,0,0,FALSE,,FALSE,FALSE,,1/1/2006,1,1,367,57,,,,,,,Professional Services,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,6/30/2014,6/30/2014,1,0,0,0,0,0,0,,1,9,3,0,1,0,1,1,0,0,0,5,0,2,2,0,0,9,0,0,0,9,9,companies_posts_columns,6/28/2016,728,63,6/30/2014,7/1/2014,2,6,2,5,0,5,0,5,5,0,5,0,5,5,0,5,0,5,1,0,1,0.166666667,7,0,2,1.166666667,5,0,1,0,1,0,0,0,0,1,0,1,0.166666667,companies_posts_comments_columns,6/30/2014,6/30/2014,1,1,1,1,0,0,0,1,1,0,companies_posts_reactions_columns,6/30/2014,7/1/2014,4,6,2,2,0,0,0,2,2,0
1,rasham,1.06259E+14,514631381,6/28/2016,0,0,0,0,0,companies_general_info_columns,1,1,1,,0,,0,131,1,1,1,0,0,0,1,0,0,0,0,0,0,FALSE,,FALSE,FALSE,,1/1/2008,1,1,48,7,59,9,,,,,Consulting/Business Services,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,7/27/2010,4/30/2015,1,0,0,0,0,0,0,,19,49,4,1,1,0,1,1,0,0,7,34,0,4,4,0,0,0,0,0,0,0,0,companies_posts_columns,6/28/2016,425,425,7/27/2010,4/30/2015,26,71,6,58,1,57,2,56,63,1,62,2,61,69,1,68,2,67,7,0,5,0.098591549,189,0,109,2.661971831,69,0,2,0,2,0,0,0,0,1,0,1,0.014084507,companies_posts_comments_columns,8/18/2013,10/29/2013,2,3,7,0,0,0,0,0,0,0,companies_posts_reactions_columns,7/27/2010,4/30/2015,57,71,158,0,0,0,0,0,0,0
