manual_match,company_type,page_handle,page_name,company_name,company_id,company_status_date,days_from_company_status_to_now,bigrams_intersection,times_prosecutor,times_defendant,times_unknown_appearences,companies_general_info_columns,changed_picture,has_website,has_top_20_website,phone,has_phone,email,has_email,number_of_likes,has_more_than_100_likes,has_more_than_10_likes,has_more_than_1_likes,checkins,were_here_count,talking_about_count,changed_cover,has_location,has_country,has_state,has_country_state,has_country_state_city,has_country_or_state_or_city,is_unclaimed,is_published,is_verified,is_permanently_closed,is_community_page,start_info,has_start_info,has_text,description_length,description_words,about_length,about_words,products_length,products_words,general_info_length,general_info_words,category,category_list,number_of_records,number_of_pages,companies_events_columns,first_event_time,last_event_time,number_of_different_months_with_events,total_events,total_attending,min_attending_per_event,max_attending_per_event,avg_attending_per_event,total_maybe,min_maybe_per_event,max_maybe_per_event,avg_maybe_per_event,total_noreply,min_noreply_per_event,max_noreply_per_event,avg_noreply_per_event,total_interested,min_interested_per_event,max_interested_per_event,avg_interested_per_event,total_declined,min_declined_per_post,max_declined_per_post,avg_declined_per_post,companies_photos,first_photo_time,last_photo_time,number_of_different_photo_uploaders,number_of_photos_self_tagged,number_of_photos_with_tagged_people_without_self,total_number_of_people_tagged_in_photos,avg_number_of_people_tagged_in_photos,min_number_of_people_tagged_in_photos,max_number_of_people_tagged_in_photos,avg_number_of_people_tagged_in_photos_when_more_than_zero,number_of_different_months_for_photos,total_photos,number_of_albums,number_of_normal_albums,number_of_wall_albums,number_of_mobile_albums,number_of_cover_albums,number_of_profile_albums,number_of_app_albums,number_of_null_albums,number_of_photos_in_normal_albums,number_of_photos_in_wall_albums,number_of_photos_in_mobile_albums,number_of_photos_in_cover_albums,number_of_photos_in_profile_albums,number_of_photos_in_app_albums,number_of_photos_in_null_albums,number_of_photos_1qr_before_status,number_of_photos_2qr_before_status,number_of_photos_3qr_before_status,number_of_photos_4qr_before_status,number_of_photos_6months_before_status,number_of_photos_12months_before_status,companies_posts_columns,companies_posts_calculation_date,days_from_last_post_to_now,days_from_last_post_to_company_status,first_post_time,last_post_time,number_of_different_months_with_posts,total_posts,total_user_changed_post_time,total_posts_with_photos,total_posts_with_photos_more_than_5_comments,total_posts_with_photos_less_than_5_comments,total_posts_with_photos_more_than_5_likes,total_posts_with_photos_less_than_5_likes,total_posts_with_link,total_posts_with_link_more_than_5_comments,total_posts_with_link_less_than_5_comments,total_posts_with_link_more_than_5_likes,total_posts_with_link_less_than_5_likes,total_user_posts,total_user_posts_more_than_5_comments,total_user_posts_less_than_5_comments,total_user_posts_more_than_5_likes,total_user_posts_less_than_5_likes,total_comments_to_user_posts,min_comments_per_user_posts,max_comments_per_user_posts,avg_comments_per_user_posts,total_likes_to_user_posts,min_likes_per_user_posts,max_likes_per_user_posts,avg_likes_per_user_posts,total_other_users_posts,total_other_users_posts_more_than_5_comments,total_other_users_posts_less_than_5_comments,total_other_users_posts_more_than_5_likes,total_other_users_posts_less_than_5_likes,total_comments_to_other_users_posts,min_comments_per_other_users_post,max_comments_per_other_users_post,avg_comments_per_other_users_post,total_likes_to_other_users_posts,min_likes_per_other_users_post,max_likes_per_other_users_post,avg_likes_per_other_users_post,companies_posts_comments_new_columns,first_time_of_post_with_comment,last_time_of_post_with_comment,number_of_different_months_with_comments,total_posts_with_comments,distinct_commentators,distinct_commentators_1qr_months_before_status,distinct_commentators_2qr_months_before_status,distinct_commentators_3qr_months_before_status,distinct_commentators_4qr_months_before_status,distinct_commentators_6months_before_status,distinct_commentators_12months_before_status,distinct_commentators_6months_after_status,companies_posts_reactions_columns,first_post_with_reaction_time,last_post_with_reaction_time,number_of_different_months_with_reactions,total_posts_with_reactions,distinct_interacting_users,distinct_interacting_users_1qr_before_status,distinct_interacting_users_2qr_before_status,distinct_interacting_users_3qr_before_status,distinct_interacting_users_4qr_before_status,distinct_interacting_users_6months_before_status,distinct_interacting_users_12months_before_status,distinct_interacting_users_6months_after_status
,rasham,1094874800525921,פי. אס. צהלה,"פי. אס. צהלה בע""מ",511813594,2016-06-26,0,0,0,11,3,companies_general_info_columns,1,1,1,546760685,TRUE,,0,2,0,0,1,0,0,0,1,1,1,0,0,0,1,no,,no,no,,,0,1,,,63,11,,,,,Professional Services,Professional Services,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-06-14,2015-06-14,1,0,0,0,0,0,0,,1,2,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,375,375,2015-06-14,2015-06-17,1,3,0,2,0,2,0,2,2,0,2,0,2,3,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2015-06-14,2015-06-17,2,3,0,0,0,0,0,0,0,0
,rasham,100973326690350,"שצקי את בן-מאיר בע""מ מהנדסים יועצים לחשמל תאורה ותקשורת","שצקי את בן מאיר בע""מ",515232742,2016-06-26,0,40,0,0,0,companies_general_info_columns,1,1,1,03-9529925,TRUE,,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,no,,no,no,,,0,1,1567,249,,,,,,,Engineering/Construction,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2011-12-28,2015-12-27,1,0,0,0,0,0,0,,2,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,companies_posts_columns,2016-06-26,182,182,2011-12-28,2015-12-27,3,5,0,3,0,3,0,3,4,0,4,0,4,5,0,5,0,5,0,0,0,0,5,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2011-12-28,2015-12-27,4,5,4,0,0,2,0,2,2,2
,rasham,103018283074348,Ski School     סקי סקול,"סקי סקול בע""מ",513836676,2016-06-26,0,11,0,13,0,companies_general_info_columns,1,0,0,,FALSE,,0,73,0,1,1,0,0,0,0,0,0,0,0,0,0,no,,no,no,,,0,0,,,,,,,,,Local Business,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2010-04-18,2010-04-18,1,0,0,0,0,0,0,,1,8,2,1,0,0,0,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,533,533,2010-04-18,2015-01-10,4,4,0,2,0,2,0,2,3,0,3,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,1,0,1,0.25,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2010-04-18,2015-01-10,4,4,0,0,0,0,0,0,0,0
,forceliquidated,138169062925418,היי פריים HIFRAME,"היי דיזיין בע""מ",511551301,2003-06-03,4772,12,0,0,0,companies_general_info_columns,1,0,0,03-7207572,TRUE,,0,7315,1,1,1,0,0,331,1,1,1,0,0,0,1,no,,no,no,,,0,1,985,160,118,18,37,6,,,Home Decor,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2011-06-17,2016-06-22,1,3,43,475,1.089449541,0,42,10.55555556,38,436,44,40,1,1,1,1,0,0,161,199,62,10,4,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,13,-4759,2011-06-17,2016-06-13,41,179,69,165,17,148,123,42,166,17,149,123,43,173,17,156,125,48,344,0,30,1.921787709,4454,0,200,24.88268156,173,0,6,0,6,2,0,1,0.01117318436,2,0,1,0.01117318436,companies_posts_comments_columns,2011-09-07,2016-05-26,24,63,277,0,0,0,0,0,0,0,companies_posts_reactions_columns,2011-06-17,2016-06-13,140,179,6566,0,0,0,0,0,0,0
,rasham,1070368673005246,חטיב הובלות בקירור,"חטיב הובלות בע""מ",512256322,2016-06-26,0,7,0,0,0,companies_general_info_columns,1,0,0,505534670,TRUE,,0,25,0,1,1,0,0,0,1,1,1,0,0,0,1,no,,no,no,,,0,1,,,112,19,,,,,Travel/Leisure,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2016-04-11,2016-05-04,1,0,0,0,0,0,0,,2,4,3,0,1,0,1,1,0,0,0,2,0,1,1,0,0,4,0,0,0,4,4,companies_posts_columns,2016-06-26,52,52,2016-04-11,2016-05-05,2,6,1,6,0,6,3,3,6,0,6,3,3,4,0,4,2,2,0,0,0,0,19,0,8,3.166666667,4,0,2,1,1,0,0,0,0,10,0,10,1.666666667,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2016-04-11,2016-05-05,5,6,15,15,0,0,0,15,15,0
,forceliquidated,1403257639888905,FC Hapoel Jerusalem,מועדון הכדורגל - הפועל ירושלים.,580053973,1991-02-28,9250,27,0,0,0,companies_general_info_columns,1,1,1,26222622,TRUE,,0,1550,1,1,1,0,0,6,1,1,1,0,0,0,1,no,,no,no,,,0,1,2209,336,52,8,,,,,Sports Team,,1994,1908,companies_events_columns,2014-01-24,2016-04-01,11,12,374,7,57,31.16666667,83,0,32,6.916666667,14368,91,3183,1197.333333,83,0,32,6.916666667,292,0,69,24.33333333,companies_photos,2013-09-26,2016-06-01,1,0,48,75,0.03390596745,0,16,1.5625,29,2212,24,20,1,1,1,1,0,0,1910,114,177,9,2,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,25,-9225,2013-09-26,2016-06-01,34,430,364,263,128,135,253,10,267,129,138,257,10,430,226,204,418,12,3215,0,58,7.476744186,18868,0,200,43.87906977,430,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,2013-09-26,2016-05-31,32,343,508,0,0,0,0,0,0,0,companies_posts_reactions_columns,2013-09-26,2016-06-01,410,430,3076,0,0,0,0,0,0,0
,rasham,108474102549053,Holisty - הוליסטי רפואה משלימה,"הוליסטי רפואה משלימה בע""מ",515042489,2016-06-26,0,8,0,0,0,companies_general_info_columns,1,1,1,052-424-5083,TRUE,,0,944,1,1,1,0,0,2,1,1,1,0,0,0,1,no,,no,no,,2015-09-01,1,1,785,116,88,11,,,,,Spas/Beauty/Personal Care,"Alternative & Holistic Health,Massage,Health Spa",1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2013-03-06,2016-05-31,1,0,0,0,0,0,0,,12,39,5,1,1,1,1,1,0,0,3,24,2,6,4,0,0,5,1,9,5,6,20,companies_posts_columns,2016-06-26,13,13,2010-10-04,2016-06-13,18,65,14,59,2,57,19,40,62,2,60,19,43,61,2,59,19,42,22,0,5,0.3384615385,385,0,87,5.923076923,61,0,4,0,4,1,0,1,0.01538461538,0,0,0,0,companies_posts_comments_columns,2014-12-27,2015-11-01,6,8,15,0,0,1,5,0,6,15,companies_posts_reactions_columns,2010-10-04,2016-06-13,60,65,249,9,5,48,14,10,65,244
,rasham,1010306262372175,נעם ניהול עושר משפחתי,"נעם - ניהול עושר משפחתי בע""מ",513781898,2016-06-26,0,0,0,0,0,companies_general_info_columns,1,1,1,778841880,TRUE,,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,no,,no,no,,,0,1,,,137,21,,,,,Professional Services,Professional Services,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2016-03-29,2016-03-29,1,0,0,0,0,0,0,,1,6,3,0,1,0,1,1,0,0,0,2,0,1,3,0,0,6,0,0,0,6,6,companies_posts_columns,2016-06-26,89,89,2016-03-29,2016-03-29,1,6,1,5,0,5,0,5,5,0,5,0,5,6,0,6,0,6,0,0,0,0,3,0,1,0.5,6,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2016-03-29,2016-03-29,2,6,1,1,0,0,0,1,1,0
,rasham,1.04836E+15,"מאלמ פלדות בניה בע""מ","מ.א.ל.מ פלדות בניה בע""מ",515264364,2016-06-26,0,3,0,0,0,companies_general_info_columns,1,1,1,052-2220287,TRUE,,0,140,1,1,1,0,0,2,1,1,1,0,0,0,1,no,,no,no,,2015-01-01,1,1,247,37,20,4,34,6,,,Industrials,"Construction Service & Supply,Architect,Interior Designer",1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-10-06,2016-06-21,1,0,0,0,0,0,0,,6,29,5,1,1,1,1,1,0,0,2,15,4,2,6,0,0,7,17,5,0,24,29,companies_posts_columns,2016-06-26,88,88,2015-10-06,2016-03-30,5,15,4,15,0,15,6,9,15,0,15,6,9,15,0,15,6,9,3,0,1,0.2,84,0,23,5.6,15,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,2015-11-12,2016-03-22,2,3,3,0,2,1,0,2,3,1,companies_posts_reactions_columns,2015-10-06,2016-03-30,14,15,40,24,24,9,0,37,40,9
,rasham,101916229891574,ליאם תקשורת,"ל.י.א.ם תקשורת בע""מ",514733112,2016-06-26,0,3,0,1,0,companies_general_info_columns,1,0,0,,FALSE,,0,656,1,1,1,0,0,1,1,0,0,0,0,0,0,no,,no,no,,2013-01-01,1,1,,,131,18,,,,,Media/News/Publishing,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2013-01-16,2013-07-19,1,0,18,466,14.12121212,0,43,25.88888889,5,33,5,2,1,0,1,1,0,0,9,22,0,1,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,391,391,2013-01-16,2015-06-01,13,103,22,72,3,69,34,38,74,3,71,34,40,91,3,88,43,48,80,0,32,0.7766990291,1061,0,102,10.30097087,91,0,12,0,12,0,0,0,0,10,0,4,0.09708737864,companies_posts_comments_columns,2013-04-23,2013-07-30,4,22,58,0,0,0,0,0,0,58,companies_posts_reactions_columns,2013-01-16,2015-06-01,83,103,595,0,0,0,0,0,0,595
,rasham,1011072465622216,תובנות בהורות - פולי מסצ'יאני,"מסצ'יאני בע""מ ",513089961,2016-06-26,0,19,0,0,0,companies_general_info_columns,1,1,1,054-6663020,TRUE,,0,160,1,1,1,0,0,0,1,1,1,0,0,0,1,no,,no,no,,,0,1,1467,231,,,,,,,Local Business,Local Business,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-12-08,2016-04-14,1,0,0,0,0,0,0,,2,3,2,0,0,0,1,1,0,0,0,0,0,1,2,0,0,1,0,2,0,1,3,companies_posts_columns,2016-06-26,83,83,2015-12-09,2016-04-04,4,7,4,3,0,3,3,0,3,0,3,3,0,6,2,4,6,0,12,0,6,1.714285714,132,0,28,18.85714286,6,0,1,0,1,0,0,0,0,0,0,0,0,companies_posts_comments_columns,2015-12-09,2016-01-01,2,3,12,0,1,11,0,1,12,11,companies_posts_reactions_columns,2015-12-09,2016-04-04,7,7,66,22,39,41,0,44,66,41
,rasham,1047751211902461,"ע.ד.אשכנזי הובלות בע""מ","ע.ד. אשכנזי הובלות בע""מ",513299982,2016-06-26,0,1,0,0,0,companies_general_info_columns,1,1,1,,FALSE,,0,80,0,1,1,0,0,0,1,0,0,0,0,0,0,no,,no,no,,,0,1,,,125,22,,,,,Transport/Freight,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-07-14,2015-07-24,1,6,18,43,1.791666667,0,3,2.388888889,1,24,4,1,0,1,1,1,0,0,11,0,10,1,2,0,0,0,0,0,24,0,24,companies_posts_columns,2016-06-26,333,333,2015-07-14,2015-07-29,1,15,4,15,1,14,12,3,15,1,14,12,3,11,0,11,9,2,4,0,2,0.2666666667,90,0,16,6,11,1,3,3,1,5,0,5,0.3333333333,31,0,15,2.066666667,companies_posts_comments_columns,2015-07-19,2015-07-29,1,3,7,0,0,0,7,0,7,7,companies_posts_reactions_columns,2015-07-14,2015-07-29,10,15,31,0,0,0,31,0,31,31
1,rasham,108360882567322,פלג-יעקבי חברת עורכי-דין,"פלג - יעקבי, חברת עורכי-דין",513286898,2016-06-26,0,2,0,2,0,companies_general_info_columns,1,0,0,46454370,TRUE,,0,25,0,1,1,0,0,0,0,1,1,0,0,0,1,no,,no,no,,,0,1,425,63,39,7,,,,,Community,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2011-03-02,2011-03-02,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,1396,1396,2011-03-02,2012-08-30,3,5,2,3,0,3,0,3,4,0,4,0,4,1,0,1,0,1,2,0,2,0.4,3,0,3,0.6,1,0,4,0,4,2,0,2,0.4,2,0,2,0.4,companies_posts_comments_columns,2011-03-02,2012-08-30,2,2,4,0,0,0,0,0,0,4,companies_posts_reactions_columns,2011-03-02,2012-08-30,5,5,5,0,0,0,0,0,0,5
,rasham,108565575832495,"חיש גרף העתקות ממוחשבות בע""מ","ח.י.ש גרף העתקות ממוחשבות בע""מ",512444175,2016-06-26,0,2,3,1,3,companies_general_info_columns,1,0,0,03-6733114,TRUE,,0,4,0,0,1,0,0,0,0,1,1,0,0,0,1,no,,no,no,,,0,1,,,,,,,89,11,Local Business,Local Business,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2010-03-28,2010-03-28,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,forceliquidated,594070924013297,גוונים-עבודות צבע ועיצובים מיוחדים בגבס,"צבע מיוחד בע""מ",511873366,2000-10-20,5728,29,0,0,0,companies_general_info_columns,1,1,1,טלפון: רועי 050-8828584 ,TRUE,,0,670,1,1,1,0,0,3,1,1,0,0,0,0,0,no,,no,no,,,0,1,,,57,10,,,,,Professional Services,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2014-02-06,2015-11-02,1,0,0,0,0,0,0,,3,55,7,4,1,0,1,1,0,0,44,8,0,2,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,21,-5707,2014-02-06,2016-06-05,8,28,4,14,0,14,6,8,16,0,16,6,10,21,0,21,7,14,3,0,1,0.1071428571,71,0,9,2.535714286,21,0,7,0,7,1,0,1,0.03571428571,1,0,1,0.03571428571,companies_posts_comments_columns,2014-02-09,2015-10-18,3,4,4,0,0,0,0,0,0,0,companies_posts_reactions_columns,2014-02-06,2016-06-05,23,28,25,0,0,0,0,0,0,0
,rasham,1029291783775603,נגב ישראלי,"נגב  ישראלי בע""מ",514235076,2016-06-26,0,0,0,0,0,companies_general_info_columns,1,0,0,,FALSE,,0,26,0,1,1,0,0,1,1,0,0,0,0,0,0,no,,no,no,,,0,1,,,28,6,,,,,Musician/Band,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2016-02-04,2016-06-08,1,0,3,16,1.777777778,0,9,5.333333333,3,9,4,0,1,1,1,1,0,0,0,4,2,1,2,0,0,3,6,0,0,9,9,companies_posts_columns,2016-06-26,18,18,2016-02-04,2016-06-08,4,7,2,7,0,7,5,2,7,0,7,5,2,7,0,7,5,2,2,0,2,0.2857142857,43,1,13,6.142857143,7,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,2016-05-05,2016-05-05,1,1,2,2,0,0,0,2,2,0,companies_posts_reactions_columns,2016-02-04,2016-06-08,5,7,17,13,12,0,0,17,17,0
,rasham,1062525647139473,דר אלכסיי קלגנוב - מומחה בכירורגיה אורתופדית,"ד""ר קלגנוב אלכסיי",514332501,2016-06-26,0,30,0,0,0,companies_general_info_columns,1,1,1,528050400,TRUE,,0,35,0,1,1,0,0,2,1,1,1,0,0,0,1,no,,no,no,,,0,0,,,,,,,,,Health/Medical/Pharmaceuticals,Health/Medical/Pharmaceuticals,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2016-03-21,2016-03-21,1,0,0,0,0,0,0,,1,2,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2,0,0,2,2,companies_posts_columns,2016-06-26,46,46,2016-03-21,2016-05-11,2,6,0,4,0,4,1,3,4,0,4,1,3,6,0,6,1,5,0,0,0,0,15,1,6,2.5,6,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2016-03-21,2016-05-11,5,6,9,3,7,0,0,9,9,0
,rasham,1071497616194392,יבגי סיטון אדריכלים,"יבגי-סיטון אדריכלים בע""מ",515255370,2016-06-26,0,1,0,0,0,companies_general_info_columns,1,1,1,97463072,TRUE,,0,82,0,1,1,0,0,1,1,1,1,0,0,0,1,no,,no,no,,,0,1,,,117,19,,,,,Arts/Entertainment/Nightlife,Architect,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-11-29,2016-04-24,1,0,0,0,0,0,0,,5,101,3,0,0,1,1,1,0,0,0,0,97,2,2,0,0,10,15,76,0,25,101,companies_posts_columns,2016-06-26,63,63,2015-11-29,2016-04-24,5,17,6,17,0,17,11,6,17,0,17,11,6,17,0,17,11,6,6,0,2,0.3529411765,120,3,16,7.058823529,17,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,2015-11-29,2016-03-06,4,5,6,0,2,4,0,2,6,4,companies_posts_reactions_columns,2015-11-29,2016-04-24,10,17,39,11,25,21,0,29,39,21
,rasham,101164489976961,שלושה ירחים - שירי ילדים,"שלושה ירחים בע""מ",512878463,2016-06-26,0,11,0,0,0,companies_general_info_columns,1,1,1,,FALSE,,0,119,1,1,1,0,0,0,0,0,0,0,0,0,0,no,,no,no,,,0,1,206,32,70,13,,,,,Book,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2011-05-28,2011-05-28,1,0,0,0,0,0,0,,1,6,2,1,0,0,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,1222,1222,2011-05-28,2013-02-20,4,11,2,4,0,4,0,4,7,0,7,1,6,8,0,8,1,7,0,0,0,0,19,0,15,1.727272727,8,0,3,0,3,2,0,1,0.1818181818,0,0,0,0,companies_posts_comments_columns,2011-05-28,2011-06-17,2,2,1,0,0,0,0,0,0,1,companies_posts_reactions_columns,2011-05-28,2013-02-20,11,11,17,0,0,0,0,0,0,17
,rasham,103796953360664,"כייבל גאיי בע""מ","כייבל גאיי בע""מ",515209229,2016-06-26,0,0,0,0,0,companies_general_info_columns,1,0,0,08-6551746,TRUE,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,no,,no,no,,2009-01-01,1,1,566,89,131,21,,,,,Energy/Utility,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2016-04-21,2016-05-26,1,0,0,0,0,0,0,,2,156,10,6,1,1,1,1,0,0,100,41,10,1,4,0,0,156,0,0,0,156,156,companies_posts_columns,2016-06-26,31,31,2016-01-11,2016-05-26,3,27,2,27,0,27,0,27,27,0,27,0,27,27,0,27,0,27,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2016-01-11,2016-05-26,6,27,0,0,0,0,0,0,0,0
,forceliquidated,437386546351696,המאכליה בגבעה - אוכל ביתי ביום שישי,"המאכליה בע""מ",510918907,1991-08-27,9070,26,0,0,0,companies_general_info_columns,1,0,0,0546222327 - 0544807686,TRUE,,0,84,0,1,1,1,0,0,1,1,0,0,0,0,0,no,,no,no,,2013-03-27,1,1,150,25,29,6,,,,,Local Business,Food Stand,1994,1908,companies_events_columns,2013-04-05,2013-04-05,1,1,7,7,7,7,0,0,0,0,19,19,19,19,0,0,0,0,0,0,0,0,companies_photos,2013-03-28,2013-07-04,1,0,0,0,0,0,0,,5,75,13,10,1,0,1,1,0,0,49,16,0,4,6,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,1065,-8005,2013-03-27,2013-07-27,5,52,9,34,0,34,0,34,36,0,36,1,35,47,0,47,4,43,15,0,4,0.2884615385,80,0,7,1.538461538,47,0,5,0,5,2,0,1,0.03846153846,2,0,1,0.03846153846,companies_posts_comments_columns,2013-03-29,2013-06-06,4,8,12,0,0,0,0,0,0,0,companies_posts_reactions_columns,2013-03-27,2013-07-27,40,52,32,0,0,0,0,0,0,0
1,rasham,104281716606269,מוסך האושר ובניו,"מוסך האושר ובניו בע""מ",515310183,2016-06-26,0,0,0,0,0,companies_general_info_columns,1,0,0,,FALSE,,0,455,1,1,1,0,0,0,0,0,0,0,0,0,0,no,,no,no,,,0,0,,,,,,,,,Automobiles and Parts,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-11-18,2015-11-18,1,0,0,0,0,0,0,,1,13,2,0,0,1,0,1,0,0,0,0,11,0,2,0,0,0,0,13,0,0,13,companies_posts_columns,2016-06-26,207,207,2015-09-11,2015-12-02,3,13,0,13,0,13,0,13,13,0,13,0,13,12,0,12,0,12,0,0,0,0,0,0,0,0,12,0,1,0,1,0,0,0,0,1,0,1,0.07692307692,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2015-09-11,2015-12-02,4,13,1,0,0,1,0,0,1,1
,rasham,1058766360830932,סוכנות פרג לכיש פרג,"סוכנות פרג לכיש בע""מ",511770950,2016-06-26,0,4,0,0,0,companies_general_info_columns,1,1,1,08-6885371,TRUE,,0,99,0,1,1,0,0,28,1,1,1,0,0,0,1,no,,no,no,,,0,1,,,126,19,,,,,Automotive,ATVs & Golf Carts,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-08-05,2016-06-16,1,0,0,0,0,0,0,,6,52,4,1,1,0,1,1,0,0,6,39,0,3,4,0,0,19,10,0,23,29,52,companies_posts_columns,2016-06-26,11,11,2015-08-05,2016-06-15,6,31,7,31,0,31,17,14,31,0,31,17,14,31,0,31,17,14,6,0,3,0.1935483871,167,0,12,5.387096774,31,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,2015-09-01,2015-09-02,1,3,5,0,0,0,5,0,5,5,companies_posts_reactions_columns,2015-08-05,2016-06-15,29,31,38,14,22,0,24,28,38,24
1,rasham,105558752822617,אברון מערכות - Evron Systems,"אברון מערכות בע""מ",511432668,2016-06-26,0,14,0,1,0,companies_general_info_columns,1,1,1,1-700-50-30-30,TRUE,,0,179,1,1,1,0,0,2,1,1,1,0,0,0,1,no,,no,no,,1989-05-07,1,1,,,149,17,,,,,Local Business,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2010-05-21,2016-05-30,1,0,4,9,0.05590062112,0,6,2.25,23,161,13,9,1,1,1,1,0,0,120,30,2,4,5,0,0,1,4,4,0,5,9,companies_posts_columns,2016-06-26,27,27,1989-05-07,2016-05-30,44,95,15,84,0,84,29,55,91,0,91,29,62,95,0,95,30,65,14,0,3,0.1473684211,325,0,16,3.421052632,95,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,2010-07-14,2015-12-23,10,10,10,0,0,2,0,0,2,10,companies_posts_reactions_columns,1989-05-07,2016-05-30,80,95,67,3,27,16,8,27,37,56
