is_match,company_type,page_handle,page_name,company_name,company_id,company_status_date,days_from_company_status_to_now,bigrams_intersection,times_prosecutor,times_defendant,times_unknown_appearences,companies_general_info_columns,changed_picture,has_website,has_top_20_website,phone,has_phone,email,has_email,number_of_likes,has_more_than_100_likes,has_more_than_10_likes,has_more_than_1_likes,checkins,were_here_count,talking_about_count,changed_cover,has_location,has_country,has_state,has_country_state,has_country_state_city,has_country_or_state_or_city,is_unclaimed,is_published,is_verified,is_permanently_closed,is_community_page,start_info,has_start_info,has_text,description_length,description_words,about_length,about_words,products_length,products_words,general_info_length,general_info_words,category,category_list,number_of_records,number_of_pages,companies_events_columns,first_event_time,last_event_time,number_of_different_months_with_events,total_events,total_attending,min_attending_per_event,max_attending_per_event,avg_attending_per_event,total_maybe,min_maybe_per_event,max_maybe_per_event,avg_maybe_per_event,total_noreply,min_noreply_per_event,max_noreply_per_event,avg_noreply_per_event,total_interested,min_interested_per_event,max_interested_per_event,avg_interested_per_event,total_declined,min_declined_per_post,max_declined_per_post,avg_declined_per_post,companies_photos,first_photo_time,last_photo_time,number_of_different_photo_uploaders,number_of_photos_self_tagged,number_of_photos_with_tagged_people_without_self,total_number_of_people_tagged_in_photos,avg_number_of_people_tagged_in_photos,min_number_of_people_tagged_in_photos,max_number_of_people_tagged_in_photos,avg_number_of_people_tagged_in_photos_when_more_than_zero,number_of_different_months_for_photos,total_photos,number_of_albums,number_of_normal_albums,number_of_wall_albums,number_of_mobile_albums,number_of_cover_albums,number_of_profile_albums,number_of_app_albums,number_of_null_albums,number_of_photos_in_normal_albums,number_of_photos_in_wall_albums,number_of_photos_in_mobile_albums,number_of_photos_in_cover_albums,number_of_photos_in_profile_albums,number_of_photos_in_app_albums,number_of_photos_in_null_albums,number_of_photos_1qr_before_status,number_of_photos_2qr_before_status,number_of_photos_3qr_before_status,number_of_photos_4qr_before_status,number_of_photos_6months_before_status,number_of_photos_12months_before_status,companies_posts_columns,companies_posts_calculation_date,days_from_last_post_to_now,days_from_last_post_to_company_status,first_post_time,last_post_time,number_of_different_months_with_posts,total_posts,total_user_changed_post_time,total_posts_with_photos,total_posts_with_photos_more_than_5_comments,total_posts_with_photos_less_than_5_comments,total_posts_with_photos_more_than_5_likes,total_posts_with_photos_less_than_5_likes,total_posts_with_link,total_posts_with_link_more_than_5_comments,total_posts_with_link_less_than_5_comments,total_posts_with_link_more_than_5_likes,total_posts_with_link_less_than_5_likes,total_user_posts,total_user_posts_more_than_5_comments,total_user_posts_less_than_5_comments,total_user_posts_more_than_5_likes,total_user_posts_less_than_5_likes,total_comments_to_user_posts,min_comments_per_user_posts,max_comments_per_user_posts,avg_comments_per_user_posts,total_likes_to_user_posts,min_likes_per_user_posts,max_likes_per_user_posts,avg_likes_per_user_posts,total_other_users_posts,total_other_users_posts_more_than_5_comments,total_other_users_posts_less_than_5_comments,total_other_users_posts_more_than_5_likes,total_other_users_posts_less_than_5_likes,total_comments_to_other_users_posts,min_comments_per_other_users_post,max_comments_per_other_users_post,avg_comments_per_other_users_post,total_likes_to_other_users_posts,min_likes_per_other_users_post,max_likes_per_other_users_post,avg_likes_per_other_users_post,companies_posts_comments_new_columns,first_time_of_post_with_comment,last_time_of_post_with_comment,number_of_different_months_with_comments,total_posts_with_comments,distinct_commentators,distinct_commentators_1qr_months_before_status,distinct_commentators_2qr_months_before_status,distinct_commentators_3qr_months_before_status,distinct_commentators_4qr_months_before_status,distinct_commentators_6months_before_status,distinct_commentators_12months_before_status,distinct_commentators_6months_after_status,companies_posts_reactions_columns,first_post_with_reaction_time,last_post_with_reaction_time,number_of_different_months_with_reactions,total_posts_with_reactions,distinct_interacting_users,distinct_interacting_users_1qr_before_status,distinct_interacting_users_2qr_before_status,distinct_interacting_users_3qr_before_status,distinct_interacting_users_4qr_before_status,distinct_interacting_users_6months_before_status,distinct_interacting_users_12months_before_status,distinct_interacting_users_6months_after_status
1,rasham,101878009929170,Buzin Pro Drum - בוזין פרו דראם,"בוזין דראם בע""מ",513366179,2016-06-28,0,19,0,0,1,companies_general_info_columns,1,0,0,טלפקס: 03-6200052,1,,0,1030,1,1,1,58,58,11,1,1,1,0,0,0,1,false,,false,false,,,0,1,39,6,26,4,,,201,27,Local Business,Local Business,1980,1896,companies_events_columns,2015-10-09 10:00:00,2015-10-09 10:00:00,1,1,30,30,30,30.0,2,2,2,2.0,95,95,95,95.0,2,2,2,2.0,3,3,3,3.0,companies_photos,2011-11-23 13:20:40,2016-05-06 07:32:22,1,1,4,5,0.013927576601671309,0,1,1.0,43,359,45,41,1,1,1,1,0,0,144,187,18,3,7,0,0,4,5,10,8,9,28,companies_posts_columns,2016-06-28 14:24:27.622,29,29,2011-11-23 13:53:50,2016-05-30 20:40:42,46,286,142,259,30,229,169,90,260,30,230,169,91,254,30,224,173,81,391,0,13,1.367132867132867,2701,0,72,9.444055944055943,254,1,31,3,29,28,0,5,0.0979020979020979,47,0,15,0.16433566433566432,companies_posts_comments_columns,2011-11-24 10:42:01,2016-05-30 20:40:42,37,141,141,2,2,3,3,4,12,0,companies_posts_reactions_columns,2011-11-23 13:53:50,2016-05-30 20:40:42,217,286,578,13,21,65,36,31,126,0
null,rasham,1019027131503236,בראשית תעשיות שלטים - beresheet,"בראשית תעשיות שלטים בע""מ",514873934,2016-06-28,0,10,0,0,0,companies_general_info_columns,1,1,1,035500868,1,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,false,,false,false,,,0,1,,,85,12,,,,,Business Services,"Signs & Banner Service,Business Services",1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2016-03-14 13:23:29,2016-06-06 22:32:16,1,0,0,0,0.0,0,0,,2,2,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,companies_posts_columns,2016-06-28 14:24:27.622,22,22,2016-03-14 13:23:31,2016-06-06 22:32:18,2,2,0,2,0,2,0,2,2,0,2,0,2,2,0,2,0,2,0,0,0,0.0,0,0,0,0.0,2,0,0,0,0,0,0,0,0.0,0,0,0,0.0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2016-03-14 13:23:31,2016-06-06 22:32:18,2,2,0,0,0,0,0,0,0,0
"",rasham,108162135909743,"מ.ת.ל אחזקות וייזום בע""מ חברה לביצוע  תמ""א 38","ל.ל.א.מ. אחזקות בע""מ",514116607,2016-06-28,0,37,0,0,1,companies_general_info_columns,1,0,0,,0,,0,56,0,1,1,0,0,0,1,0,0,0,0,0,0,false,,false,false,,,0,1,282,49,46,8,,,,,Community,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2013-10-07 06:48:41,2015-08-25 21:48:52,1,0,0,0,0.0,0,0,,3,6,3,1,0,0,1,1,0,0,2,0,0,2,2,0,0,0,0,0,2,0,2,companies_posts_columns,2016-06-28 14:24:27.622,261,261,2010-09-12 11:25:54,2015-10-11 18:28:50,5,6,2,5,0,5,1,4,6,0,6,1,5,4,0,4,0,4,0,0,0,0.0,3,0,2,0.5,4,0,2,1,1,0,0,0,0.0,7,0,7,1.1666666666666667,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2010-09-12 11:25:54,2015-10-11 18:28:50,5,6,3,0,0,0,0,0,0,0
"",rasham,108162135909743,"מ.ת.ל אחזקות וייזום בע""מ חברה לביצוע  תמ""א 38","ל.מ.ל.א אחזקות בע""מ",515431559,2016-06-28,0,36,0,0,0,companies_general_info_columns,1,0,0,,0,,0,56,0,1,1,0,0,0,1,0,0,0,0,0,0,false,,false,false,,,0,1,282,49,46,8,,,,,Community,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2013-10-07 06:48:41,2015-08-25 21:48:52,1,0,0,0,0.0,0,0,,3,6,3,1,0,0,1,1,0,0,2,0,0,2,2,0,0,0,0,0,2,0,2,companies_posts_columns,2016-06-28 14:24:27.622,261,261,2010-09-12 11:25:54,2015-10-11 18:28:50,5,6,2,5,0,5,1,4,6,0,6,1,5,4,0,4,0,4,0,0,0,0.0,3,0,2,0.5,4,0,2,1,1,0,0,0,0.0,7,0,7,1.1666666666666667,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2010-09-12 11:25:54,2015-10-11 18:28:50,5,6,3,0,0,0,0,0,0,0
"",closed,108162135909743,"מ.ת.ל אחזקות וייזום בע""מ חברה לביצוע  תמ""א 38","מ.ל.א.א. אחזקות בע""מ",512341975,2016-06-28,0,36,0,0,0,companies_general_info_columns,1,0,0,,0,,0,56,0,1,1,0,0,0,1,0,0,0,0,0,0,false,,false,false,,,0,1,282,49,46,8,,,,,Community,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2013-10-07 06:48:41,2015-08-25 21:48:52,1,0,0,0,0.0,0,0,,3,6,3,1,0,0,1,1,0,0,2,0,0,2,2,0,0,0,0,0,2,0,2,companies_posts_columns,2016-06-28 14:24:27.622,261,261,2010-09-12 11:25:54,2015-10-11 18:28:50,5,6,2,5,0,5,1,4,6,0,6,1,5,4,0,4,0,4,0,0,0,0.0,3,0,2,0.5,4,0,2,1,1,0,0,0,0.0,7,0,7,1.1666666666666667,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2010-09-12 11:25:54,2015-10-11 18:28:50,5,6,3,0,0,0,0,0,0,0
"",rasham,108162135909743,"מ.ת.ל אחזקות וייזום בע""מ חברה לביצוע  תמ""א 38","מ.א.מ.ל. אחזקות בע""מ",515230753,2016-06-28,0,36,0,0,0,companies_general_info_columns,1,0,0,,0,,0,56,0,1,1,0,0,0,1,0,0,0,0,0,0,false,,false,false,,,0,1,282,49,46,8,,,,,Community,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2013-10-07 06:48:41,2015-08-25 21:48:52,1,0,0,0,0.0,0,0,,3,6,3,1,0,0,1,1,0,0,2,0,0,2,2,0,0,0,0,0,2,0,2,companies_posts_columns,2016-06-28 14:24:27.622,261,261,2010-09-12 11:25:54,2015-10-11 18:28:50,5,6,2,5,0,5,1,4,6,0,6,1,5,4,0,4,0,4,0,0,0,0.0,3,0,2,0.5,4,0,2,1,1,0,0,0,0.0,7,0,7,1.1666666666666667,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2010-09-12 11:25:54,2015-10-11 18:28:50,5,6,3,0,0,0,0,0,0,0
"",rasham,108162135909743,"מ.ת.ל אחזקות וייזום בע""מ חברה לביצוע  תמ""א 38","א.מ.ת.מ. אחזקות בע""מ",512589532,2016-06-28,0,36,0,0,0,companies_general_info_columns,1,0,0,,0,,0,56,0,1,1,0,0,0,1,0,0,0,0,0,0,false,,false,false,,,0,1,282,49,46,8,,,,,Community,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2013-10-07 06:48:41,2015-08-25 21:48:52,1,0,0,0,0.0,0,0,,3,6,3,1,0,0,1,1,0,0,2,0,0,2,2,0,0,0,0,0,2,0,2,companies_posts_columns,2016-06-28 14:24:27.622,261,261,2010-09-12 11:25:54,2015-10-11 18:28:50,5,6,2,5,0,5,1,4,6,0,6,1,5,4,0,4,0,4,0,0,0,0.0,3,0,2,0.5,4,0,2,1,1,0,0,0,0.0,7,0,7,1.1666666666666667,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2010-09-12 11:25:54,2015-10-11 18:28:50,5,6,3,0,0,0,0,0,0,0
"",rasham,1081717955226666,רהיטי מחסני הריהוט - עודפים - outlet,"777 עודפים בע""מ",515174720,2016-06-28,0,25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,rasham,1081774381872750,א.ש פרזול,"א.ש. פרזול בע""מ",513453233,2016-06-28,0,1,2,0,4,companies_general_info_columns,1,1,1,03-6836302,1,,0,10,0,0,1,2,2,1,0,1,1,0,0,0,1,false,,false,false,,,0,1,,,,,,,278,43,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-12-28 13:50:03,2015-12-28 13:50:03,1,0,0,0,0.0,0,0,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,companies_posts_columns,2016-06-28 14:24:27.622,183,183,2015-12-28 13:50:04,2015-12-28 13:50:04,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0.0,1,1,1,1.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2015-12-28 13:50:04,2015-12-28 13:50:04,1,1,1,0,0,1,0,1,1,0
"",rasham,108195122682820,"המכללה לניהול יעדים, חוצות המפרץ","המכללה לניהול יעדים בע""מ",513380014,2016-06-28,0,13,1,36,12,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,2,2,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",rasham,108204539274300,החתונה של ענבל וגיל!,"ענבל וגיל 3 ",512853318,2016-06-28,0,12,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,9,9,0,0,1,0,0,0,0,0,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",closed,108211929293599,מסעדת 'תכלת' על המים,"תכלת על המים בע""מ",513853028,2016-06-28,0,8,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",closed,129200160487716,פז רונית גלילות,"גלילות פז בע""מ",510399199,2016-06-28,0,12,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,2,2,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",closed,129244937200576,"מען מערכות כח אדם בע""מ","מען מערכות בע""מ",510852759,2016-06-28,0,7,0,0,0,companies_general_info_columns,1,1,1,0765488860,1,,0,610,1,1,1,0,0,38,1,1,0,0,0,0,1,false,,false,false,,,0,1,,,75,12,,,,,Company,,1980,1896,companies_events_columns,2016-03-25 07:00:00,2016-03-25 07:00:00,1,1,1,1,1,1.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,companies_photos,2012-03-31 08:53:55,2016-06-10 13:42:16,1,1,7,43,0.18454935622317598,0,23,6.142857142857143,39,233,5,1,1,1,1,1,0,0,2,119,92,12,8,0,0,9,3,0,48,12,70,companies_posts_columns,2016-06-28 14:24:27.622,17,17,2012-03-30 19:49:06,2016-06-11 12:02:37,42,231,89,165,8,157,131,34,170,8,162,131,39,231,38,193,182,49,409,0,13,1.7705627705627707,1834,0,23,7.9393939393939394,231,0,0,0,0,0,0,0,0.0,0,0,0,0.0,companies_posts_comments_columns,2012-10-30 06:51:18,2016-05-27 10:37:20,19,79,60,2,1,1,33,3,37,0,companies_posts_reactions_columns,2012-03-30 19:49:06,2016-06-11 12:02:37,140,231,171,27,12,7,69,33,90,0
"",closed,129306573753168,נופש בצל האורן,"בצל האורן בע""מ",510132707,2016-06-28,0,5,0,0,0,companies_general_info_columns,1,0,0,052-2922001,1,,0,53,0,1,1,0,0,0,0,1,0,0,0,0,1,false,,false,false,,,0,1,,,109,12,,,,,Hotel,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2010-05-23 18:35:14,2010-05-23 19:43:42,1,0,0,0,0.0,0,0,,1,18,2,1,0,0,0,1,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-28 14:24:27.622,1834,1834,2010-05-23 20:07:04,2011-06-21 02:40:48,3,6,0,1,0,1,0,1,1,0,1,0,1,5,0,5,0,5,0,0,0,0.0,1,0,1,0.16666666666666666,5,0,1,0,1,0,0,0,0.0,0,0,0,0.0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2010-05-23 20:07:04,2011-06-21 02:40:48,6,6,1,0,0,0,0,0,0,0
"",closed,129320620554464,אצל אמצ׳קה שלי (;,"אמצק בע""מ",511523326,2016-06-28,0,13,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,2,2,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Residence,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",closed,129416293881830,ספה עם הנסיכה שלי רואות  גולללל סטאר ושאף אחד לא יעיז להפריע לי,"סטאר אחד בע""מ",511678872,2016-06-28,0,54,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",closed,129467653784084,"ויטמין גלובל-פורטל לבריאות, ספורט ויופי","ספורט גלוב בע""מ",510972003,2016-06-28,0,31,0,0,0,companies_general_info_columns,1,0,0,08-628-0203,1,,0,458,1,1,1,0,0,6,1,1,1,0,0,0,1,false,,false,false,,,0,1,108,17,66,10,150,14,,,Vitamins/Supplements,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2010-12-29 21:16:46,2016-06-07 05:14:28,1,0,0,0,0.0,0,0,,19,152,13,10,1,0,1,1,0,0,70,60,0,2,20,0,0,4,1,2,1,5,8,companies_posts_columns,2016-06-28 14:24:27.622,21,21,2011-01-01 19:34:11,2016-06-07 05:14:29,24,156,17,128,0,128,18,110,133,0,133,18,115,148,0,148,20,128,11,0,4,0.07051282051282051,270,0,11,1.7307692307692308,148,0,8,0,8,4,0,2,0.02564102564102564,2,0,1,0.01282051282051282,companies_posts_comments_columns,2011-09-02 11:47:20,2016-02-05 09:54:03,9,10,10,0,1,0,0,1,1,0,companies_posts_reactions_columns,2011-01-01 19:34:11,2016-06-07 05:14:29,146,156,46,0,11,3,7,11,16,0
3,closed,129590670449667,פינגוס,"פינ-ג'וס בע""מ",514425420,2016-06-28,0,1,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",closed,129603573886501,אתגר 30 יום של משחקי הרעב,"משחקי אתגר בע""מ",511559551,2016-06-28,0,19,0,0,0,companies_general_info_columns,1,0,0,,0,,0,195,1,1,1,0,0,0,1,0,0,0,0,0,0,false,,false,false,,,0,1,,,45,7,,,,,Community,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2013-03-01 14:26:54,2013-03-01 14:27:49,1,0,0,0,0.0,0,0,,1,2,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-28 14:24:27.622,1143,1143,2013-03-01 14:47:12,2013-05-12 12:29:44,2,28,8,6,0,6,0,6,6,0,6,0,6,6,2,4,4,2,25,0,19,0.8928571428571429,63,0,36,2.25,6,0,22,0,22,7,0,2,0.25,4,0,3,0.14285714285714285,companies_posts_comments_columns,2013-03-01 14:47:12,2013-03-20 09:28:00,1,8,18,0,0,0,0,0,0,0,companies_posts_reactions_columns,2013-03-01 14:47:12,2013-05-12 12:29:44,25,28,47,0,0,0,0,0,0,0
"",closed,129642453812843,בבית משפחת קבוש עם סול המלכה ושאר הקופיפות (-:,"סול-קב (1973) בע""מ",510639297,2016-06-28,0,41,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,4,4,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",closed,129703180464973,בדרך למשפחתי המשכנעת,"המשכנע בע""מ",510653868,2016-06-28,0,14,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",closed,126496144158864,א׳ קלקליה פלאנט.,"א.א. קלקל בע""מ",512375486,2016-06-28,0,12,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",closed,126537007460101,ש.ב.א ניהול כספים,"א. ש. כספים בע""מ",510774250,2016-06-28,0,9,0,0,0,companies_general_info_columns,1,1,1,077-333-2117,1,,0,10,0,0,1,0,0,1,1,0,0,0,0,0,0,false,,false,false,,,0,1,757,121,52,4,,,,,Small Business,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2012-01-04 13:19:23,2012-05-08 14:47:17,1,0,0,0,0.0,0,0,,3,8,4,1,1,0,1,1,0,0,5,1,0,1,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-28 14:24:27.622,1512,1512,2012-01-05 13:09:46,2012-05-08 14:49:34,4,12,0,7,0,7,0,7,7,0,7,0,7,11,0,11,0,11,0,0,0,0.0,0,0,0,0.0,11,0,1,0,1,0,0,0,0.0,0,0,0,0.0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2012-01-05 13:09:46,2012-05-08 14:49:34,10,12,0,0,0,0,0,0,0,0
"",closed,126586050777644,בסוכה ששלומית בנתה ל D.j. יעקוטה ביתן.,"בנתה בית בע""מ",511607012,2016-06-28,0,30,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,3,3,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",closed,126671750744175,"מיחזורית - הדקל פינת החושן,ברקת","ברקת החושן בע""מ",512531922,2016-06-28,0,20,0,0,0,companies_general_info_columns,1,1,1,,0,,0,1,0,0,0,17,17,0,1,1,1,0,0,0,1,false,,false,false,,,0,1,145,16,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
